Date_Purchase	Id_purchase	Id_client	Date_of_birth	Sex_client	Store	Region	Canal	Gender	Type_purchase	Quantity	Discount	Pay	Second_purchase
6/12/2022 0:00	FPE-631	8136050	NULL	No Informado	481	BOGOTA	Diesel	MASCULINO	JEAN	1	0	699900	0
6/8/2022 0:00	FPE-620	864603	NULL	No Informado	481	BOGOTA	Diesel	MASCULINO	CAMISETA	1	100807	179940	0
3/24/2022 0:00	FPE-1654	1018464132	NULL	M	406	BOGOTA	Diesel	MASCULINO	CHAQUETA	1	0	899900	0
1/27/2022 0:00	FP -86141	102510492	NULL	No Informado	411	MEDELLIN	Diesel	FEMENINO	JEAN	1	0	1199900	0
1/27/2022 0:00	FP -86141	102510492	NULL	No Informado	411	MEDELLIN	Diesel	MASCULINO	JEAN	1	0	1199900	0
1/22/2022 0:00	FP -81906	102712056	NULL	M	414	MEDELLIN	Diesel	MASCULINO	BUZO	1	0	1099900	1
1/22/2022 0:00	FP -81906	102712056	NULL	M	414	MEDELLIN	Diesel	MASCULINO	CAMISETA	1	105000	124950	1
1/22/2022 0:00	FP -81906	102712056	NULL	M	414	MEDELLIN	Diesel	MASCULINO	CAMISETA	1	126009	149950	1
1/22/2022 0:00	FP -81906	102712056	NULL	M	414	MEDELLIN	Diesel	MASCULINO	CAMISETA	1	0	299900	1
5/5/2022 0:00	FPE-1438	1032432401	NULL	M	414	MEDELLIN	Diesel	MASCULINO	TENIS	1	0	799900	0
5/11/2022 0:00	FPE-1545	1037603981	NULL	M	414	MEDELLIN	Diesel	MASCULINO	TENIS	1	0	649900	0
2/28/2022 0:00	FPE-409	104636592	NULL	M	411	MEDELLIN	Diesel	MASCULINO	POLO	1	0	499900	0
2/28/2022 0:00	FPE-409	104636592	NULL	M	411	MEDELLIN	Diesel	FEMENINO	TENIS	1	0	849900	0
3/14/2022 0:00	FPE-962	104987680	NULL	M	602	MEDELLIN	Superdry	MASCULINO	BERMUDA	1	0	249900	0
6/21/2022 0:00	FPE-465	105199100275	35599	M	417	CARTAGENA	Diesel	MASCULINO	JEAN	1	0	549900	0
3/24/2022 0:00	FPE-426	105804785	NULL	No Informado	409	CALI	Diesel	MASCULINO	BUZO	1	84017	399920	1
3/24/2022 0:00	FPE-426	105804785	NULL	No Informado	409	CALI	Diesel	MASCULINO	BUZO	1	0	649900	1
1/26/2022 0:00	FP -86132	106513088	NULL	No Informado	411	MEDELLIN	Diesel	MASCULINO	RELOJ	1	0	1399900	0
1/5/2022 0:00	FPE-1076	110466657	NULL	F	406	BOGOTA	Diesel	FEMENINO	JEAN	1	0	599900	0
3/25/2022 0:00	FPE-1655	1112462118	NULL	F	406	BOGOTA	Diesel	MASCULINO	JEAN	1	0	1199900	0
1/25/2022 0:00	FPE-1208	1121901962	NULL	No Informado	406	BOGOTA	Diesel	FEMENINO	JEAN	1	0	749900	0
6/23/2022 0:00	FPE-2433	1129573691	NULL	M	406	BOGOTA	Diesel	MASCULINO	JEAN	1	0	999900	0
3/20/2022 0:00	FP -23065	120002637	NULL	M	422	SABANETA	Diesel	MASCULINO	TENIS	1	0	899900	1
3/20/2022 0:00	FP -23065	120002637	NULL	M	422	SABANETA	Diesel	FEMENINO	TENIS	1	0	899900	1
3/20/2022 0:00	FP -23065	120002637	NULL	M	422	SABANETA	Diesel	MASCULINO	JEAN	1	0	1099900	1
6/26/2022 0:00	FPE-1008	1200558011	NULL	M	422	SABANETA	Diesel	MASCULINO	JEAN	1	336101	599940	1
5/16/2022 0:00	FPE-1636	14394183	NULL	M	414	MEDELLIN	Diesel	FEMENINO	CAMISETA	1	0	249900	0
3/26/2022 0:00	FPE-391	1600137853	NULL	F	422	SABANETA	Diesel	MASCULINO	CAMISA	1	0	429900	1
1/15/2022 0:00	FP -6668	16762933	44576	No Informado	613	MEDELLIN	Superdry	MASCULINO	ROPA DE BAÑO	1	0	159900	0
1/16/2022 0:00	FP -22881	16806066	44577	F	422	SABANETA	Diesel	MASCULINO	JEAN	1	119980	239960	0
1/16/2022 0:00	FP -22881	16806066	44577	F	422	SABANETA	Diesel	MASCULINO	TENIS	1	0	899900	0
1/16/2022 0:00	FP -22881	16806066	44577	F	422	SABANETA	Diesel	MASCULINO	JEAN	1	199980	399960	0
3/14/2022 0:00	FPE-754	17435249	NULL	M	414	MEDELLIN	Diesel	MASCULINO	CHAQUETA	1	0	1499900	0
5/25/2022 0:00	FPE-357	1778571	28091	M	417	CARTAGENA	Diesel	FEMENINO	TENIS	1	134437	639920	0
3/6/2022 0:00	FPE-248	201610333	NULL	No Informado	618	BOGOTA	Superdry	MASCULINO	CHAQUETA	1	0	439900	1
6/30/2022 0:00	FPE-2484	209198301695	NULL	No Informado	406	BOGOTA	Diesel	FEMENINO	JEAN	1	0	749900	0
6/30/2022 0:00	FPE-2484	209198301695	NULL	No Informado	406	BOGOTA	Diesel	MASCULINO	JEAN	1	0	799900	0
6/30/2022 0:00	FPE-2484	209198301695	NULL	No Informado	406	BOGOTA	Diesel	MASCULINO	JEAN	1	0	1399900	0
6/30/2022 0:00	FPE-2484	209198301695	NULL	No Informado	406	BOGOTA	Diesel	FEMENINO	JEAN	1	0	799900	0
6/30/2022 0:00	FPE-2484	209198301695	NULL	No Informado	406	BOGOTA	Diesel	MASCULINO	JEAN	1	0	1199900	0
6/30/2022 0:00	FPE-2484	209198301695	NULL	No Informado	406	BOGOTA	Diesel	MASCULINO	JEAN	1	0	699900	0
6/30/2022 0:00	FPE-2484	209198301695	NULL	No Informado	406	BOGOTA	Diesel	MASCULINO	JEAN	1	0	1199900	0
6/30/2022 0:00	FPE-2484	209198301695	NULL	No Informado	406	BOGOTA	Diesel	MASCULINO	JEAN	1	0	699900	0
6/30/2022 0:00	FPE-2484	209198301695	NULL	No Informado	406	BOGOTA	Diesel	MASCULINO	JEAN	1	0	799900	0
5/18/2022 0:00	FPE-331	23146	32689	F	417	CARTAGENA	Diesel	MASCULINO	CAMISETA	1	42000	199920	0
2/19/2022 0:00	FPE-181	25062205	NULL	No Informado	618	BOGOTA	Superdry	FEMENINO	BUZO	1	0	299900	0
2/15/2022 0:00	FPE-289	253540904120	NULL	M	411	MEDELLIN	Diesel	MASCULINO	GORRO	1	0	319900	1
2/15/2022 0:00	FPE-289	253540904120	NULL	M	411	MEDELLIN	Diesel	MASCULINO	ROPA INTERIOR	1	38639	183920	1
2/15/2022 0:00	FPE-289	253540904120	NULL	M	411	MEDELLIN	Diesel	MASCULINO	ROPA INTERIOR	1	38639	183920	1
2/15/2022 0:00	FPE-289	253540904120	NULL	M	411	MEDELLIN	Diesel	MASCULINO	ROPA INTERIOR	1	38639	183920	1
3/31/2022 0:00	FPE-931	2800955839	32308	No Informado	405	BOGOTA	Diesel	MASCULINO	JEAN	1	0	599900	0
3/31/2022 0:00	FPE-931	2800955839	32308	No Informado	405	BOGOTA	Diesel	MASCULINO	JEAN	1	0	599900	0
1/26/2022 0:00	FP -1716	300856903	28580	F	622	BELLO	Superdry	FEMENINO	CAMISETA	1	0	149900	0
1/26/2022 0:00	FP -1716	300856903	28580	F	622	BELLO	Superdry	MASCULINO	CAMISETA	1	58782	69950	0
1/7/2022 0:00	FP -59565	30715200039	NULL	No Informado	410	CALI	Diesel	MASCULINO	GORRO	1	0	299900	0
1/7/2022 0:00	FP -59565	30715200039	NULL	No Informado	410	CALI	Diesel	MASCULINO	GORRO	1	0	299900	0
1/7/2022 0:00	FP -59565	30715200039	NULL	No Informado	410	CALI	Diesel	FEMENINO	TENIS	1	0	849900	0
6/3/2022 0:00	FPE-1981	310336032	44715	No Informado	617	BOGOTA	Superdry	MASCULINO	BILLETERA	1	0	89900	0
6/3/2022 0:00	FPE-1981	310336032	44715	No Informado	617	BOGOTA	Superdry	MASCULINO	BUZO	1	0	249900	0
6/3/2022 0:00	FPE-1981	310336032	44715	No Informado	617	BOGOTA	Superdry	FEMENINO	GORRO	1	25193	119920	0
4/16/2022 0:00	FPE-993	3300344169	NULL	No Informado	405	BOGOTA	Diesel	MASCULINO	TENIS	1	0	899900	0
4/15/2022 0:00	FPE-227	3418429	33195	M	417	CARTAGENA	Diesel	MASCULINO	TENIS	1	0	899900	0
2/12/2022 0:00	FPE-1328	35460737	NULL	No Informado	406	BOGOTA	Diesel	MASCULINO	RELOJ	1	0	899900	0
4/14/2022 0:00	FPE-374	3600116416	NULL	No Informado	407	BOGOTA	Diesel	MASCULINO	BUZO	1	0	599900	0
5/22/2022 0:00	FPE-351	360029436	44703	M	417	CARTAGENA	Diesel	MASCULINO	CAMISETA	1	90723	161940	0
5/22/2022 0:00	FPE-351	360029436	44703	M	417	CARTAGENA	Diesel	MASCULINO	TENIS	1	117630	559920	0
5/22/2022 0:00	FPE-351	360029436	44703	M	417	CARTAGENA	Diesel	MASCULINO	CAMISETA	1	90723	161940	0
6/5/2022 0:00	FPE-2221	39748420	NULL	F	406	BOGOTA	Diesel	MASCULINO	BUZO	1	0	449900	0
5/1/2022 0:00	FFQ-2568	400538369	21046	M	712	IPIALES	Superdry	MASCULINO	BUZO	1	0	299900	1
5/26/2022 0:00	FFQ-2758	400755104	NULL	No Informado	712	IPIALES	Superdry	MASCULINO	BUZO	1	0	419900	0
5/23/2022 0:00	FFQ-2749	401016282	NULL	No Informado	712	IPIALES	Superdry	FEMENINO	CAMISETA	1	125966	0	0
5/23/2022 0:00	FFQ-2749	401016282	NULL	No Informado	712	IPIALES	Superdry	MASCULINO	CHAQUETA	1	0	499900	0
6/25/2022 0:00	FPE-997	401103213	NULL	M	422	SABANETA	Diesel	MASCULINO	CAMISA	1	218454	389940	0
6/25/2022 0:00	FPE-997	401103213	NULL	M	422	SABANETA	Diesel	MASCULINO	JEAN	1	0	459900	0
1/31/2022 0:00	FFQ-2343	401106836	24212	F	712	IPIALES	Superdry	FEMENINO	CHAQUETA	1	0	499900	1
1/19/2022 0:00	FFQ-2258	401263835	33978	M	712	IPIALES	Superdry	MASCULINO	CHAQUETA	1	110899	307930	0
1/19/2022 0:00	FFQ-2258	401263835	33978	M	712	IPIALES	Superdry	MASCULINO	CHAQUETA	1	110899	307930	0
1/8/2022 0:00	FFQ-2159	401286455	28843	M	712	IPIALES	Superdry	MASCULINO	CHAQUETA	1	0	469900	0
5/12/2022 0:00	FPE-686	401287347	NULL	M	409	CALI	Diesel	MASCULINO	JEAN	1	0	649900	1
2/20/2022 0:00	FPE-189	401303797	44612	F	618	BOGOTA	Superdry	MASCULINO	CAMISETA	1	0	149900	1
2/20/2022 0:00	FPE-189	401303797	44612	F	618	BOGOTA	Superdry	MASCULINO	CAMISETA	1	0	139900	1
2/20/2022 0:00	FPE-189	401303797	44612	F	618	BOGOTA	Superdry	MASCULINO	BUZO	1	0	299900	1
5/12/2022 0:00	FFQ-2685	401372842	31626	F	712	IPIALES	Superdry	FEMENINO	BUZO	1	0	249900	0
4/9/2022 0:00	FFQ-2504	401377932	32312	M	712	IPIALES	Superdry	MASCULINO	CAMISETA	1	0	159900	1
4/9/2022 0:00	FFQ-2504	401377932	32312	M	712	IPIALES	Superdry	MASCULINO	BUZO	1	0	249900	1
5/18/2022 0:00	FFQ-2714	401413489	44699	No Informado	712	IPIALES	Superdry	MASCULINO	CHAQUETA	1	0	359900	0
6/8/2022 0:00	FFQ-2843	401669510	NULL	No Informado	712	IPIALES	Superdry	FEMENINO	BUZO	1	0	279900	1
5/8/2022 0:00	FFQ-2663	401849781	44689	No Informado	712	IPIALES	Superdry	FEMENINO	BUZO	1	42000	199920	0
5/8/2022 0:00	FFQ-2663	401849781	44689	No Informado	712	IPIALES	Superdry	MASCULINO	BUZO	1	47042	223920	0
5/21/2022 0:00	FFQ-2732	401871009	NULL	No Informado	712	IPIALES	Superdry	MASCULINO	BUZO	1	0	299900	0
5/7/2022 0:00	FFQ-2632	401873997	35054	F	712	IPIALES	Superdry	MASCULINO	CAMISA	1	38639	183920	1
6/28/2022 0:00	FFQ-2940	401940614	NULL	F	712	IPIALES	Superdry	MASCULINO	MORRAL	1	0	219900	0
6/2/2022 0:00	FPE-2199	401999300371	NULL	M	406	BOGOTA	Diesel	MASCULINO	JEAN	1	0	999900	0
6/2/2022 0:00	FPE-2199	401999300371	NULL	M	406	BOGOTA	Diesel	MASCULINO	JEAN	1	0	899900	0
6/2/2022 0:00	FPE-2199	401999300371	NULL	M	406	BOGOTA	Diesel	MASCULINO	CAMISETA	1	0	399900	0
6/2/2022 0:00	FPE-2199	401999300371	NULL	M	406	BOGOTA	Diesel	MASCULINO	JEAN	1	0	899900	0
6/2/2022 0:00	FPE-2199	401999300371	NULL	M	406	BOGOTA	Diesel	MASCULINO	TENIS	1	0	849900	0
6/2/2022 0:00	FPE-2199	401999300371	NULL	M	406	BOGOTA	Diesel	MASCULINO	CAMISETA	1	0	269900	0
6/4/2022 0:00	FFQ-2825	402055628	NULL	No Informado	712	IPIALES	Superdry	FEMENINO	BUZO	1	0	149900	0
6/4/2022 0:00	FFQ-2825	402055628	NULL	No Informado	712	IPIALES	Superdry	MASCULINO	CAMISETA	1	0	159900	0
6/10/2022 0:00	FFQ-2853	402074322	NULL	No Informado	712	IPIALES	Superdry	MASCULINO	CHAQUETA	1	0	699900	0
1/23/2022 0:00	FP -8204	4055540	NULL	No Informado	606	MEDELLIN	Superdry	MASCULINO	GORRO	1	0	139900	0
1/23/2022 0:00	FPE-482	413198600074	NULL	No Informado	402	BARRANQUILLA	Diesel	MASCULINO	JEAN	1	0	659900	0
1/23/2022 0:00	FPE-482	413198600074	NULL	No Informado	402	BARRANQUILLA	Diesel	FEMENINO	CAMISETA	1	0	249900	0
1/23/2022 0:00	FPE-482	413198600074	NULL	No Informado	402	BARRANQUILLA	Diesel	MASCULINO	BOLSO	1	546177	649950	0
2/28/2022 0:00	FPE-1448	413426	29298	No Informado	406	BOGOTA	Diesel	MASCULINO	JEAN	1	0	1199900	0
2/28/2022 0:00	FPE-1448	413426	29298	No Informado	406	BOGOTA	Diesel	MASCULINO	JEAN	1	0	1179900	0
1/23/2022 0:00	FP -8207	426939	44584	No Informado	606	MEDELLIN	Superdry	FEMENINO	BUZO	1	0	299900	0
3/25/2022 0:00	FP -4371	43043225	NULL	M	608	BARRANQUILLA	Superdry	MASCULINO	CAMISETA	1	0	139900	0
3/25/2022 0:00	FP -4371	43043225	NULL	M	608	BARRANQUILLA	Superdry	MASCULINO	BERMUDA	1	0	199900	0
3/28/2022 0:00	FPE-795	4506437	NULL	M	622	BELLO	Superdry	MASCULINO	ROPA INTERIOR	1	0	159900	0
2/14/2022 0:00	FPE-1350	470400066715	NULL	No Informado	406	BOGOTA	Diesel	MASCULINO	JEAN	1	0	549900	0
2/11/2022 0:00	FP -416	47920348	NULL	No Informado	618	BOGOTA	Superdry	MASCULINO	CHAQUETA	1	126025	349930	0
1/22/2022 0:00	FPE-1178	4800035471	NULL	No Informado	406	BOGOTA	Diesel	MASCULINO	JEAN	1	268874	479940	0
1/22/2022 0:00	FPE-1178	4800035471	NULL	No Informado	406	BOGOTA	Diesel	MASCULINO	JEAN	1	336101	599940	0
6/17/2022 0:00	FPE-3338	48903815	31406	M	605	SABANETA	Superdry	MASCULINO	BUZO	1	100807	151210	1
1/22/2022 0:00	FP -16186	490050440	27763	F	421	CHIA	Diesel	MASCULINO	JEAN	1	0	649900	0
2/24/2022 0:00	FPE-389	4901755930406	33156	M	430	MEDELLIN	Diesel	MASCULINO	CHAQUETA	1	0	461940	0
4/26/2022 0:00	FPE-411	49050970	NULL	No Informado	426	BOGOTA	Diesel	FEMENINO	TENIS	1	0	699900	0
4/26/2022 0:00	FPE-411	49050970	NULL	No Informado	426	BOGOTA	Diesel	FEMENINO	TENIS	1	0	699900	0
2/13/2022 0:00	FP -68111	49782	NULL	No Informado	413	MEDELLIN	Diesel	MASCULINO	JEAN	1	294076	349949	0
3/5/2022 0:00	FPE-292	501199505264	33438	No Informado	409	CALI	Diesel	MASCULINO	TENIS	1	0	899900	0
6/27/2022 0:00	FPE-481	502276405	35608	No Informado	417	CARTAGENA	Diesel	MASCULINO	TENIS	1	0	649900	0
3/31/2022 0:00	FPE-1689	52843870	NULL	No Informado	406	BOGOTA	Diesel	FEMENINO	TENIS	1	0	849900	0
2/12/2022 0:00	FP -2714	529229	34814	M	620	MANIZALES	Superdry	MASCULINO	CHAQUETA	1	0	439900	0
5/14/2022 0:00	FPE-319	55777	44695	No Informado	417	CARTAGENA	Diesel	MASCULINO	CAMISETA	1	0	299900	0
5/14/2022 0:00	FPE-319	55777	44695	No Informado	417	CARTAGENA	Diesel	MASCULINO	CAMISETA	1	0	269900	0
5/14/2022 0:00	FPE-319	55777	44695	No Informado	417	CARTAGENA	Diesel	MASCULINO	CAMISETA	1	84017	399920	0
2/20/2022 0:00	FPE-463	5600307267	NULL	M	414	MEDELLIN	Diesel	MASCULINO	TENIS	1	0	979900	0
2/28/2022 0:00	FPE-254	5601638470	32919	No Informado	422	SABANETA	Diesel	MASCULINO	RELOJ	1	0	779900	0
1/26/2022 0:00	FP -68056	56769261	NULL	No Informado	413	MEDELLIN	Diesel	MASCULINO	ROPA INTERIOR	1	0	129900	0
1/26/2022 0:00	FP -68056	56769261	NULL	No Informado	413	MEDELLIN	Diesel	MASCULINO	CAMISETA	1	0	269900	0
2/4/2022 0:00	FP -86224	56777134	NULL	No Informado	411	MEDELLIN	Diesel	MASCULINO	JEAN	1	0	899900	0
1/21/2022 0:00	FP -68040	580926	NULL	No Informado	413	MEDELLIN	Diesel	MASCULINO	ROPA INTERIOR	1	0	229900	0
1/21/2022 0:00	FP -68040	580926	NULL	No Informado	413	MEDELLIN	Diesel	MASCULINO	JEAN	1	184840	329940	0
5/4/2022 0:00	FFQ-2592	601532161	22225	M	712	IPIALES	Superdry	MASCULINO	CHAQUETA	1	0	549900	0
1/29/2022 0:00	FFQ-2326	605406271	34110	F	712	IPIALES	Superdry	MASCULINO	CAMISETA	1	58782	69950	0
1/29/2022 0:00	FFQ-2326	605406271	34110	F	712	IPIALES	Superdry	MASCULINO	BUZO	1	117605	139949	0
1/29/2022 0:00	FFQ-2326	605406271	34110	F	712	IPIALES	Superdry	MASCULINO	CAMISETA	1	58782	69950	0
2/8/2022 0:00	FP -404	6100186193	44600	No Informado	618	BOGOTA	Superdry	MASCULINO	CAMISETA	1	0	139900	0
2/8/2022 0:00	FP -404	6100186193	44600	No Informado	618	BOGOTA	Superdry	MASCULINO	CAMISETA	1	0	139900	0
4/1/2022 0:00	FPE-234	612504	NULL	M	413	MEDELLIN	Diesel	MASCULINO	ROPA INTERIOR	1	0	229900	0
1/12/2022 0:00	FP -6602	61740609	44573	No Informado	613	MEDELLIN	Superdry	MASCULINO	CAMISETA	1	58782	69950	0
4/15/2022 0:00	FPE-1808	626966	NULL	No Informado	406	BOGOTA	Diesel	MASCULINO	CAMISETA	1	0	299900	0
4/15/2022 0:00	FPE-1808	626966	NULL	No Informado	406	BOGOTA	Diesel	MASCULINO	CAMISETA	1	0	299900	0
6/18/2022 0:00	FPE-2232	6600173410	NULL	F	414	MEDELLIN	Diesel	MASCULINO	GORRO	1	0	299900	0
4/8/2022 0:00	FPE-205	66705366	NULL	M	417	CARTAGENA	Diesel	MASCULINO	CAMISETA	1	50403	239920	0
4/8/2022 0:00	FPE-205	66705366	NULL	M	417	CARTAGENA	Diesel	MASCULINO	CAMISETA	1	0	269900	0
4/8/2022 0:00	FPE-205	66705366	NULL	M	417	CARTAGENA	Diesel	MASCULINO	CAMISETA	1	0	299900	0
4/8/2022 0:00	FPE-205	66705366	NULL	M	417	CARTAGENA	Diesel	MASCULINO	CAMISETA	1	0	349900	0
3/21/2022 0:00	FPE-124	70314949	NULL	M	427	NEIVA	Diesel	FEMENINO	JEAN	1	282319	503940	1
1/22/2022 0:00	FPE-1191	71748334	31751	M	406	BOGOTA	Diesel	MASCULINO	JEAN	1	0	599900	0
5/26/2022 0:00	FPE-359	718073026845	34455	M	417	CARTAGENA	Diesel	MASCULINO	CAMISETA	1	0	299900	0
1/24/2022 0:00	FP -86111	720010494	NULL	No Informado	411	MEDELLIN	Diesel	MASCULINO	ROPA INTERIOR	1	0	199900	0
1/24/2022 0:00	FP -86111	720010494	NULL	No Informado	411	MEDELLIN	Diesel	MASCULINO	CAMISETA	1	126009	149950	0
1/25/2022 0:00	FP -11985	7200104946	33156	M	607	MEDELLIN	Superdry	MASCULINO	MORRAL	1	0	209900	1
1/24/2022 0:00	FP -86112	720010919	NULL	No Informado	411	MEDELLIN	Diesel	MASCULINO	CAMISETA	1	126009	149950	1
1/24/2022 0:00	FP -86112	720010919	NULL	No Informado	411	MEDELLIN	Diesel	MASCULINO	CAMISETA	1	0	249900	1
1/24/2022 0:00	FP -86112	720010919	NULL	No Informado	411	MEDELLIN	Diesel	MASCULINO	FRAGANCIA	1	0	399900	1
1/24/2022 0:00	FP -86112	720010919	NULL	No Informado	411	MEDELLIN	Diesel	MASCULINO	TENIS	1	0	999900	1
1/24/2022 0:00	FP -86112	720010919	NULL	No Informado	411	MEDELLIN	Diesel	MASCULINO	CAMISETA	1	0	269900	1
